NUMBER,MAG_APER,MAGERR_APER,MAG_AUTO,MAGERR_AUTO,MAG_PETRO,MAGERR_PETRO,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000
20456,20.926771,0.07242086,20.187057,0.10260329,20.168911,0.10719906,3768.9812,7656.419,318.95974312377416,-0.21266291562060347
20457,21.637592,0.13272984,20.928518,0.15755345,21.33503,0.14378138,8420.294,7649.1685,318.24917425467777,-0.21375695587756244
20458,21.963953,0.17688528,21.590899,0.23677015,21.527481,0.26611364,8048.363,7651.1914,318.3059887658114,-0.21345026513725385
20459,20.769848,0.063456595,20.404432,0.0872243,20.418081,0.12030457,7438.0664,7663.551,318.3992175838388,-0.2115654851501208
20460,17.69282,0.007817629,17.387121,0.008767614,17.369232,0.009251369,9107.571,7687.1562,318.14419335358394,-0.2079493956278285
20461,20.194088,0.04005949,19.984554,0.06036021,19.924377,0.06588666,6409.8955,7660.1045,318.55628603135887,-0.21209621161751757
20462,15.725124,0.0029126832,15.389716,0.002739573,15.389716,0.002739573,4067.0579,7701.4546,318.9142049608395,-0.20578310991366808
20463,18.622795,0.013381034,18.357449,0.016178258,18.331549,0.017021097,8230.667,7672.084,318.2781410457426,-0.21025760593199622
20464,13.868826,0.0012213149,13.512891,0.0010635575,13.512891,0.0010635575,5975.993,7741.3213,318.62257351621344,-0.1996904821992274
20465,19.241875,0.019978153,18.953918,0.025844691,18.896559,0.031226024,5787.8955,7668.641,318.6513085535189,-0.2107939038336874
20466,19.252937,0.020137366,19.008482,0.027598212,18.937164,0.030626383,9226.178,7661.6846,318.12607600066104,-0.21183941126503444
20467,15.020074,0.00208789,14.6726055,0.0018865417,14.6726055,0.0018865417,8705.925,7720.681,318.20554503490894,-0.20283113108789033
20468,22.14091,0.2067458,21.893892,0.25258055,22.10854,0.23603006,6850.0864,7653.303,318.4890393659778,-0.21313360462004025
20469,17.400425,0.006687603,17.108242,0.007243163,17.108242,0.007243163,9209.036,7680.752,318.1286947639043,-0.2089269357389105
20470,21.476465,0.115146376,20.991055,0.15062444,20.977018,0.19298233,6965.054,7658.3726,318.471476412215,-0.2123586888484181
20471,21.282894,0.09756857,21.234114,0.12002985,21.561779,0.26809156,5923.365,7661.126,318.63061274152983,-0.21194161728232871
20472,21.08078,0.082237974,20.4866,0.11038771,20.5454,0.21357054,3994.9595,7662.503,318.92521969076273,-0.21173357856828415
20473,21.496487,0.11751027,21.216076,0.13748415,21.181217,0.13219653,1876.606,7659.174,319.24884313007414,-0.2122381916921589
20474,13.655047,0.0011061749,13.285561,9.547441E-4,13.285561,9.547441E-4,8182.561,7754.2334,318.2854911888339,-0.19770894772402092
20475,18.403433,0.01171597,17.99034,0.013341897,17.919355,0.014805893,3336.7175,7688.102,319.02578114684184,-0.2078224147108878
20476,19.310827,0.020942349,19.055447,0.02559799,19.011703,0.034523375,4793.542,7674.2188,318.80321777484164,-0.20994354102744903
20477,18.920357,0.016153663,18.473042,0.021776838,18.456314,0.022008447,1200.2865,7684.956,319.35216116226167,-0.20829697010984222
20478,16.827747,0.0049836747,16.515102,0.005121725,16.515102,0.005121725,9009.073,7697.1704,318.1592387794755,-0.20642044354992348
