NUMBER,MAG_APER,MAGERR_APER,MAG_AUTO,MAGERR_AUTO,MAG_PETRO,MAGERR_PETRO,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000
10820,21.642109,0.13487265,21.345718,0.19017376,21.444813,0.19956669,993.96735,5049.094,319.38372079694216,-0.610970634677758
10821,21.108759,0.08475599,21.112448,0.1003342,21.923037,0.3565859,3967.349,5050.508,318.92944049540614,-0.6107765492875491
10822,21.302979,0.100164644,21.125015,0.11294748,21.414349,0.26789698,7642.0347,5053.079,318.3680141036564,-0.6103577466061654
10823,18.184278,0.009665258,17.83705,0.011653303,17.812319,0.01241333,7954.2446,5075.755,318.32031763236284,-0.606888696465331
10824,18.973196,0.015995583,99.0,99.0,99.0,99.0,1539.471,5310.862,319.3003769197529,-0.5709864043406445
10825,16.047316,0.0031050355,15.830267,0.0030213122,15.823395,0.0030848011,3857.5925,5075.0854,318.9462097718473,-0.6070215360378827
10826,20.661547,0.05794487,20.485428,0.08286882,20.435957,0.08539969,4979.1,5057.584,318.7748590541822,-0.6096941435286712
10827,21.047707,0.08043111,20.555943,0.11044834,20.57658,0.11771734,5199.037,5057.415,318.7412559369601,-0.6097191005497984
10828,17.61445,0.0069606593,17.370869,0.007978117,17.353306,0.008414063,76.49093,5080.2427,319.52388469173883,-0.6061976537557974
10829,21.872652,0.16526335,21.329576,0.19575194,20.99986,0.18064998,4466.151,5055.7563,318.8532304464794,-0.6099746161848214
10830,21.26681,0.09707073,20.582794,0.11880404,20.945843,0.115048,8603.387,5053.711,318.2211491178614,-0.6102447523805321
10831,16.858345,0.0046530934,16.593285,0.004976196,16.593285,0.004976196,476.25842,5088.28,319.4628122238676,-0.6049765030562418
10832,17.843693,0.007912285,17.57447,0.009239037,17.548853,0.0097132055,4835.2544,5081.0054,318.79683669572665,-0.6061163663534956
10833,13.155554,7.97611E-4,12.820457,6.980691E-4,12.820457,6.980691E-4,7906.2983,5181.019,318.32764437941137,-0.5908082974321706
10834,19.01022,0.016410707,18.759415,0.02098485,18.745296,0.022939214,8348.138,5072.2485,318.2601429109929,-0.6074175781737331
10835,21.948061,0.176585,20.495825,0.13950208,20.530811,0.18621382,9176.968,5060.7417,318.1335278908322,-0.609158974158532
10836,21.267849,0.09723159,20.470724,0.12797384,20.388954,0.12604946,4062.1492,5057.5054,318.9149563533662,-0.6097075223786252
10837,21.707844,0.14315064,21.347803,0.15463871,21.61005,0.14471006,6783.2915,5055.1016,318.49920962354867,-0.6100600663334022
